,Name,Sex upon Outcome,Adopt,Age_days,Sex,cfa_breed,coat_pattern,pattern,Cat_Kitten_Neonatal
3178,1,Neutered Male,1,766,Male,0,no pattern,0,Adult
3179,0,Intact Female,0,31,Female,0,no pattern,0,Neonatal
3180,0,Intact Male,0,22,Male,0,tabby,1,Neonatal
3181,1,Neutered Male,1,76,Male,0,tabby,1,Kitten
3182,1,Spayed Female,1,97,Female,0,tortie,1,Kitten
3183,1,Spayed Female,1,83,Female,0,tortie,1,Kitten
3184,1,Neutered Male,1,374,Male,0,tabby,1,Adult
3185,1,Neutered Male,1,1322,Male,0,tabby,1,Adult
3186,0,Neutered Male,1,65,Male,1,point,1,Kitten
3187,1,Neutered Male,1,108,Male,0,no pattern,0,Kitten
3188,1,Spayed Female,1,82,Female,0,no pattern,0,Kitten
3189,1,Neutered Male,1,61,Male,0,tabby,1,Kitten
3190,1,Spayed Female,1,136,Female,0,tabby,1,Kitten
3191,0,Spayed Female,1,186,Female,0,no pattern,0,Kitten
3192,0,Intact Female,0,15,Female,0,no pattern,0,Neonatal
3193,1,Neutered Male,1,59,Male,0,no pattern,0,Kitten
3194,1,Spayed Female,1,749,Female,0,torbie,1,Adult
3195,1,Spayed Female,1,89,Female,0,tabby,1,Kitten
3196,1,Spayed Female,1,2545,Female,0,calico,1,Adult
3197,0,Intact Female,0,1462,Female,0,calico,1,Adult
3198,1,Spayed Female,0,191,Female,0,tortie,1,Kitten
3199,1,Spayed Female,1,78,Female,0,no pattern,0,Kitten
3200,0,Intact Male,0,8,Male,0,no pattern,0,Neonatal
3201,1,Spayed Female,1,1565,Female,0,no pattern,0,Adult
3202,1,Spayed Female,1,381,Female,0,torbie,1,Adult
3203,1,Spayed Female,1,86,Female,0,tabby,1,Kitten
3204,1,Neutered Male,1,85,Male,0,no pattern,0,Kitten
3205,0,Intact Male,0,2192,Male,0,no pattern,0,Adult
3206,1,Intact Male,0,39,Male,0,tabby,1,Neonatal
3207,1,Neutered Male,1,61,Male,0,tabby,1,Kitten
3208,0,Intact Male,0,22,Male,0,tabby,1,Neonatal
3209,0,Intact Male,0,39,Male,1,point,1,Neonatal
3210,1,Spayed Female,1,1484,Female,0,calico,1,Adult
3211,0,Intact Female,0,23,Female,1,no pattern,0,Neonatal
3212,0,Intact Male,0,731,Male,0,point,1,Adult
3213,1,Neutered Male,1,976,Male,0,tabby,1,Adult
3214,1,Spayed Female,1,190,Female,0,tortie,1,Kitten
3215,1,Spayed Female,0,145,Female,0,tabby,1,Kitten
3216,1,Neutered Male,0,1048,Male,0,no pattern,0,Adult
3217,1,Neutered Male,1,4482,Male,0,no pattern,0,Adult
3218,1,Spayed Female,1,143,Female,0,tortie,1,Kitten
3219,1,Neutered Male,0,739,Male,0,tabby,1,Adult
3220,0,Neutered Male,1,159,Male,1,point,1,Kitten
3221,0,Intact Male,0,366,Male,1,point,1,Adult
3222,0,Intact Male,0,31,Male,0,tabby,1,Neonatal
3223,1,Neutered Male,1,69,Male,0,tabby,1,Kitten
3224,0,Spayed Female,0,155,Female,0,tabby,1,Kitten
3225,0,Neutered Male,0,256,Male,0,tabby,1,Kitten
3226,0,Neutered Male,1,75,Male,1,no pattern,0,Kitten
3227,0,Neutered Male,1,116,Male,0,tabby,1,Kitten
3228,0,Intact Male,0,99,Male,0,no pattern,0,Kitten
3229,1,Intact Male,0,45,Male,0,tabby,1,Kitten
3230,0,Intact Male,0,15,Male,0,no pattern,0,Neonatal
3231,0,Neutered Male,1,219,Male,0,tabby,1,Kitten
3232,1,Spayed Female,0,459,Female,0,torbie,1,Adult
3233,1,Spayed Female,1,2581,Female,0,tabby,1,Adult
3234,1,Neutered Male,1,69,Male,0,tabby,1,Kitten
3235,1,Neutered Male,1,83,Male,0,tabby,1,Kitten
3236,1,Spayed Female,1,740,Female,1,tortie,1,Adult
3237,0,Neutered Male,1,65,Male,0,tabby,1,Kitten
3238,1,Neutered Male,1,71,Male,0,tabby,1,Kitten
3239,1,Spayed Female,1,1379,Female,0,tabby,1,Adult
3240,0,Intact Male,0,72,Male,0,tabby,1,Kitten
3241,1,Spayed Female,1,785,Female,0,no pattern,0,Adult
3242,1,Spayed Female,1,152,Female,0,tabby,1,Kitten
3243,1,Spayed Female,1,325,Female,0,no pattern,0,Kitten
3244,1,Neutered Male,0,387,Male,0,tabby,1,Adult
3245,1,Neutered Male,1,737,Male,1,point,1,Adult
3246,0,Intact Female,0,731,Female,0,calico,1,Adult
3247,1,Neutered Male,1,110,Male,0,tabby,1,Kitten
3248,0,Intact Male,0,27,Male,0,tabby,1,Neonatal
3249,1,Intact Male,0,112,Male,0,tabby,1,Kitten
3250,0,Intact Female,0,65,Female,0,no pattern,0,Kitten
3251,0,Intact Female,0,368,Female,0,no pattern,0,Adult
3252,1,Spayed Female,0,368,Female,0,torbie,1,Adult
3253,1,Neutered Male,1,95,Male,0,tabby,1,Kitten
3254,0,Neutered Male,1,366,Male,0,no pattern,0,Adult
3255,1,Neutered Male,1,2953,Male,0,tabby,1,Adult
3256,0,Intact Female,0,123,Female,0,tabby,1,Kitten
3257,0,Neutered Male,1,94,Male,0,tabby,1,Kitten
3258,0,Intact Female,0,26,Female,0,tabby,1,Neonatal
3259,1,Intact Male,0,39,Male,0,tabby,1,Neonatal
3260,0,Intact Male,0,243,Male,0,tabby,1,Kitten
3261,0,Intact Female,0,2,Female,0,tabby,1,Neonatal
3262,0,Neutered Male,0,370,Male,0,tabby,1,Adult
3263,1,Spayed Female,0,373,Female,0,calico,1,Adult
3264,1,Spayed Female,1,85,Female,0,tabby,1,Kitten
3265,1,Intact Male,0,89,Male,0,tabby,1,Kitten
3266,0,Intact Female,0,71,Female,0,no pattern,0,Kitten
3267,1,Neutered Male,1,486,Male,0,tabby,1,Adult
3268,0,Intact Male,0,190,Male,0,tabby,1,Kitten
3269,0,Intact Male,0,93,Male,0,no pattern,0,Kitten
3270,1,Spayed Female,0,378,Female,0,no pattern,0,Adult
3271,1,Intact Male,0,41,Male,0,tabby,1,Neonatal
3272,1,Neutered Male,1,129,Male,0,no pattern,0,Kitten
3273,1,Spayed Female,1,85,Female,0,no pattern,0,Kitten
3274,0,Intact Female,0,30,Female,0,tabby,1,Neonatal
3275,1,Spayed Female,0,2236,Female,0,no pattern,0,Adult
3276,0,Intact Male,0,1830,Male,0,no pattern,0,Adult
3277,1,Intact Female,0,806,Female,0,no pattern,0,Adult
3278,0,Spayed Female,0,733,Female,0,tortie,1,Adult
3279,0,Intact Female,0,368,Female,0,no pattern,0,Adult
3280,0,Intact Female,0,366,Female,0,tabby,1,Adult
3281,0,Intact Male,0,366,Male,0,tabby,1,Adult
3282,1,Neutered Male,1,107,Male,0,tabby,1,Kitten
3283,0,Intact Male,0,731,Male,0,tabby,1,Adult
3284,1,Neutered Male,1,375,Male,0,tabby,1,Adult
3285,0,Spayed Female,1,75,Female,0,tabby,1,Kitten
3286,1,Neutered Male,1,59,Male,0,tabby,1,Kitten
3287,0,Intact Male,0,187,Male,0,tabby,1,Kitten
3288,1,Neutered Male,1,110,Male,0,tabby,1,Kitten
3289,0,Intact Female,0,216,Female,0,tabby,1,Kitten
3290,0,Intact Male,0,96,Male,0,tabby,1,Kitten
3291,1,Neutered Male,1,516,Male,0,tabby,1,Adult
3292,1,Spayed Female,1,88,Female,1,point,1,Kitten
3293,1,Spayed Female,1,81,Female,0,calico,1,Kitten
3294,1,Neutered Male,1,394,Male,0,no pattern,0,Adult
3295,0,Intact Female,0,734,Female,0,no pattern,0,Adult
3296,1,Neutered Male,1,56,Male,0,tabby,1,Kitten
3297,1,Intact Female,1,68,Female,0,calico,1,Kitten
3298,1,Neutered Male,1,121,Male,1,point,1,Kitten
3299,0,Neutered Male,1,52,Male,0,tabby,1,Kitten
3300,1,Neutered Male,1,78,Male,0,tabby,1,Kitten
3301,1,Neutered Male,0,1114,Male,0,tabby,1,Adult
3302,0,Intact Male,0,22,Male,0,tabby,1,Neonatal
3303,0,Neutered Male,1,98,Male,0,no pattern,0,Kitten
3304,1,Intact Female,0,5482,Female,0,no pattern,0,Adult
3305,1,Neutered Male,1,397,Male,0,no pattern,0,Adult
3306,1,Intact Male,1,59,Male,0,no pattern,0,Kitten
3307,1,Spayed Female,1,707,Female,0,calico,1,Adult
3308,1,Neutered Male,1,114,Male,0,tabby,1,Kitten
3309,1,Neutered Male,1,102,Male,0,tabby,1,Kitten
3310,1,Neutered Male,0,766,Male,0,smoke,1,Adult
3311,0,Neutered Male,1,99,Male,0,tabby,1,Kitten
3312,1,Spayed Female,1,371,Female,0,tabby,1,Adult
3313,1,Spayed Female,1,2898,Female,0,tortie,1,Adult
3314,0,Spayed Female,0,207,Female,0,tabby,1,Kitten
3315,0,Spayed Female,0,749,Female,0,calico,1,Adult
3316,0,Intact Male,0,21,Male,0,tabby,1,Neonatal
3317,0,Neutered Male,1,2198,Male,0,tabby,1,Adult
3318,0,Intact Female,0,4384,Female,0,tabby,1,Adult
3319,1,Spayed Female,1,79,Female,0,no pattern,0,Kitten
3320,1,Spayed Female,1,730,Female,0,tabby,1,Adult
3321,0,Intact Male,0,367,Male,0,tabby,1,Adult
3322,0,Intact Female,0,367,Female,0,tabby,1,Adult
3323,0,Intact Male,0,92,Male,0,no pattern,0,Kitten
3324,1,Neutered Male,1,1096,Male,0,no pattern,0,Adult
3325,0,Neutered Male,1,73,Male,0,tabby,1,Kitten
3326,1,Spayed Female,1,71,Female,0,calico,1,Kitten
3327,1,Intact Female,0,4383,Female,0,no pattern,0,Adult
3328,1,Neutered Male,1,67,Male,0,no pattern,0,Kitten
3329,1,Neutered Male,1,1830,Male,0,tabby,1,Adult
3330,0,Neutered Male,1,126,Male,0,no pattern,0,Kitten
3331,1,Neutered Male,1,1103,Male,0,tabby,1,Adult
3332,1,Neutered Male,1,370,Male,0,tabby,1,Adult
3333,1,Intact Female,0,40,Female,0,no pattern,0,Neonatal
3334,1,Spayed Female,0,2119,Female,0,tabby,1,Adult
3335,0,Intact Male,0,920,Male,0,tabby,1,Adult
3336,0,Intact Male,0,96,Male,0,no pattern,0,Kitten
3337,1,Spayed Female,1,89,Female,0,tabby,1,Kitten
3338,1,Neutered Male,1,73,Male,0,tabby,1,Kitten
3339,0,Neutered Male,1,199,Male,0,no pattern,0,Kitten
3340,1,Neutered Male,1,6940,Male,0,no pattern,0,Adult
3341,1,Spayed Female,1,864,Female,0,tabby,1,Adult
3342,1,Neutered Male,0,82,Male,0,tabby,1,Kitten
3343,1,Neutered Male,1,747,Male,1,point,1,Adult
3344,1,Spayed Female,1,71,Female,0,calico,1,Kitten
3345,1,Spayed Female,1,90,Female,0,tabby,1,Kitten
3346,1,Neutered Male,1,69,Male,0,tabby,1,Kitten
3347,1,Neutered Male,1,80,Male,0,tabby,1,Kitten
3348,1,Spayed Female,1,2208,Female,0,no pattern,0,Adult
3349,1,Spayed Female,1,156,Female,0,no pattern,0,Kitten
3350,1,Neutered Male,1,919,Male,0,point,1,Adult
3351,1,Intact Male,0,31,Male,0,no pattern,0,Neonatal
3352,0,Neutered Male,1,115,Male,0,tabby,1,Kitten
3353,1,Neutered Male,1,86,Male,0,no pattern,0,Kitten
3354,1,Intact Female,0,17,Female,0,no pattern,0,Neonatal
3355,1,Spayed Female,1,62,Female,0,no pattern,0,Kitten
3356,0,Intact Female,0,367,Female,0,tabby,1,Adult
3357,0,Intact Male,0,31,Male,0,tabby,1,Neonatal
3358,1,Spayed Female,1,65,Female,1,tabby,1,Kitten
3359,1,Spayed Female,0,410,Female,0,tabby,1,Adult
3360,1,Spayed Female,1,761,Female,1,tortie,1,Adult
3361,1,Spayed Female,1,820,Female,0,no pattern,0,Adult
3362,1,Intact Male,0,74,Male,0,no pattern,0,Kitten
3363,1,Neutered Male,0,1097,Male,0,tabby,1,Adult
3364,1,Neutered Male,1,65,Male,0,tabby,1,Kitten
3365,1,Neutered Male,1,92,Male,0,tabby,1,Kitten
3366,1,Intact Female,0,44,Female,0,no pattern,0,Kitten
3367,1,Neutered Male,1,164,Male,0,tabby,1,Kitten
3368,1,Spayed Female,1,205,Female,0,torbie,1,Kitten
3369,0,Spayed Female,0,108,Female,0,calico,1,Kitten
3370,1,Neutered Male,1,84,Male,0,tabby,1,Kitten
3371,1,Spayed Female,1,85,Female,0,calico,1,Kitten
3372,1,Neutered Male,1,2196,Male,0,tabby,1,Adult
3373,1,Neutered Male,1,766,Male,0,no pattern,0,Adult
3374,1,Spayed Female,1,89,Female,0,no pattern,0,Kitten
3375,1,Spayed Female,0,271,Female,0,tabby,1,Kitten
3376,0,Intact Male,0,21,Male,0,tabby,1,Neonatal
3377,1,Spayed Female,0,735,Female,0,no pattern,0,Adult
3378,1,Spayed Female,0,418,Female,0,torbie,1,Adult
3379,1,Spayed Female,1,4969,Female,0,calico,1,Adult
3380,0,Intact Female,0,22,Female,0,tabby,1,Neonatal
3381,1,Spayed Female,1,213,Female,0,tabby,1,Kitten
3382,1,Spayed Female,1,3535,Female,0,no pattern,0,Adult
3383,1,Spayed Female,1,1123,Female,0,tabby,1,Adult
3384,1,Spayed Female,1,68,Female,1,point,1,Kitten
3385,1,Neutered Male,1,1118,Male,0,tabby,1,Adult
3386,1,Intact Female,0,60,Female,0,tortie,1,Kitten
3387,1,Neutered Male,1,78,Male,0,tabby,1,Kitten
3388,1,Spayed Female,1,97,Female,0,calico,1,Kitten
3389,0,Intact Female,0,26,Female,0,tabby,1,Neonatal
3390,0,Neutered Male,1,70,Male,0,tabby,1,Kitten
3391,1,Neutered Male,1,174,Male,0,no pattern,0,Kitten
3392,1,Neutered Male,1,68,Male,0,no pattern,0,Kitten
3393,1,Intact Female,0,35,Female,0,no pattern,0,Neonatal
3394,1,Spayed Female,1,97,Female,0,tabby,1,Kitten
3395,1,Neutered Male,1,56,Male,1,tabby,1,Kitten
3396,1,Spayed Female,1,65,Female,0,no pattern,0,Kitten
3397,1,Spayed Female,0,396,Female,0,tabby,1,Adult
3398,1,Intact Female,0,734,Female,0,tabby,1,Adult
3399,1,Spayed Female,1,1500,Female,0,no pattern,0,Adult
3400,0,Intact Female,0,190,Female,0,calico,1,Kitten
3401,1,Intact Male,1,730,Male,0,tabby,1,Adult
3402,1,Neutered Male,1,384,Male,0,tabby,1,Adult
3403,1,Neutered Male,1,387,Male,0,no pattern,0,Adult
3404,1,Neutered Male,1,71,Male,0,tabby,1,Kitten
3405,1,Neutered Male,1,112,Male,0,tabby,1,Kitten
3406,1,Neutered Male,1,734,Male,0,no pattern,0,Adult
3407,1,Neutered Male,1,67,Male,0,no pattern,0,Kitten
3408,1,Spayed Female,1,6079,Female,0,no pattern,0,Adult
3409,0,Intact Male,0,23,Male,0,tabby,1,Neonatal
3410,0,Spayed Female,1,96,Female,0,torbie,1,Kitten
3411,1,Neutered Male,1,141,Male,1,no pattern,0,Kitten
3412,1,Neutered Male,1,132,Male,0,no pattern,0,Kitten
3413,0,Intact Male,0,550,Male,0,tabby,1,Adult
3414,1,Neutered Male,1,69,Male,0,no pattern,0,Kitten
3415,1,Neutered Male,1,2555,Male,0,no pattern,0,Adult
3416,0,Intact Male,0,34,Male,0,tabby,1,Neonatal
3417,1,Intact Female,0,48,Female,0,no pattern,0,Kitten
3418,1,Intact Female,1,114,Female,0,no pattern,0,Kitten
3419,1,Neutered Male,1,109,Male,0,tabby,1,Kitten
3420,0,Intact Male,0,15,Male,0,tabby,1,Neonatal
3421,0,Intact Male,0,1830,Male,0,no pattern,0,Adult
3422,0,Intact Female,0,731,Female,0,no pattern,0,Adult
3423,1,Neutered Male,1,101,Male,0,tabby,1,Kitten
3424,0,Intact Female,0,92,Female,0,no pattern,0,Kitten
3425,1,Spayed Female,0,97,Female,0,no pattern,0,Kitten
3426,1,Neutered Male,1,74,Male,0,tabby,1,Kitten
3427,1,Spayed Female,1,93,Female,0,tabby,1,Kitten
3428,0,Intact Female,0,15,Female,0,tortie,1,Neonatal
3429,1,Spayed Female,0,1862,Female,0,no pattern,0,Adult
3430,1,Neutered Male,1,73,Male,0,no pattern,0,Kitten
3431,0,Intact Male,0,33,Male,0,tabby,1,Neonatal
3432,1,Neutered Male,1,121,Male,0,tabby,1,Kitten
3433,1,Intact Male,0,735,Male,0,tabby,1,Adult
3434,1,Spayed Female,1,740,Female,0,tabby,1,Adult
3435,0,Intact Male,0,371,Male,0,tabby,1,Adult
3436,0,Intact Male,0,111,Male,1,point,1,Kitten
3437,0,Intact Female,0,15,Female,0,no pattern,0,Neonatal
3438,0,Intact Female,0,7,Female,0,tabby,1,Neonatal
3439,1,Neutered Male,1,378,Male,0,tabby,1,Adult
3440,0,Neutered Male,1,134,Male,0,tabby,1,Kitten
3441,1,Neutered Male,0,1111,Male,0,tabby,1,Adult
3442,1,Neutered Male,1,70,Male,0,tabby,1,Kitten
3443,1,Intact Male,1,61,Male,0,tabby,1,Kitten
3444,1,Neutered Male,0,2212,Male,0,no pattern,0,Adult
3445,1,Neutered Male,1,66,Male,0,tabby,1,Kitten
3446,1,Neutered Male,1,68,Male,0,tabby,1,Kitten
3447,0,Intact Male,0,23,Male,0,tabby,1,Neonatal
3448,1,Spayed Female,1,372,Female,0,tabby,1,Adult
3449,1,Neutered Male,1,1470,Male,0,no pattern,0,Adult
3450,1,Spayed Female,1,71,Female,0,torbie,1,Kitten
3451,1,Neutered Male,1,73,Male,0,tabby,1,Kitten
3452,0,Intact Female,0,731,Female,0,tabby,1,Adult
3453,1,Spayed Female,1,78,Female,0,tortie,1,Kitten
3454,1,Spayed Female,1,175,Female,0,tabby,1,Kitten
3455,0,Intact Female,0,731,Female,0,tabby,1,Adult
3456,1,Spayed Female,1,804,Female,0,calico,1,Adult
3457,0,Spayed Female,0,371,Female,0,tortie,1,Adult
3458,1,Neutered Male,0,751,Male,0,no pattern,0,Adult
3459,1,Neutered Male,1,61,Male,0,no pattern,0,Kitten
3460,1,Spayed Female,1,92,Female,0,no pattern,0,Kitten
3461,1,Neutered Male,1,84,Male,0,tabby,1,Kitten
3462,0,Spayed Female,1,79,Female,0,no pattern,0,Kitten
3463,1,Neutered Male,1,85,Male,0,tabby,1,Kitten
3464,0,Neutered Male,1,135,Male,0,tabby,1,Kitten
3465,1,Neutered Male,0,3922,Male,0,tabby,1,Adult
3466,1,Neutered Male,1,86,Male,0,tabby,1,Kitten
3467,0,Intact Male,0,15,Male,0,no pattern,0,Neonatal
3468,0,Spayed Female,0,80,Female,0,tortie,1,Kitten
3469,0,Neutered Male,1,103,Male,0,no pattern,0,Kitten
3470,1,Neutered Male,1,1773,Male,1,no pattern,0,Adult
3471,1,Neutered Male,1,62,Male,0,tabby,1,Kitten
3472,1,Spayed Female,1,371,Female,0,calico,1,Adult
3473,1,Neutered Male,1,100,Male,0,no pattern,0,Kitten
3474,0,Spayed Female,0,736,Female,0,tabby,1,Adult
3475,1,Neutered Male,1,210,Male,0,tabby,1,Kitten
3476,0,Intact Male,0,37,Male,0,no pattern,0,Neonatal
3477,0,Intact Male,0,742,Male,0,no pattern,0,Adult
3478,1,Neutered Male,0,261,Male,0,no pattern,0,Kitten
3479,1,Neutered Male,0,62,Male,0,tabby,1,Kitten
3480,0,Intact Male,0,32,Male,0,no pattern,0,Neonatal
3481,1,Neutered Male,1,780,Male,0,tabby,1,Adult
3482,1,Neutered Male,1,1097,Male,0,tabby,1,Adult
3483,1,Intact Male,0,42,Male,0,tabby,1,Neonatal
3484,0,Intact Female,0,31,Female,0,no pattern,0,Neonatal
3485,1,Spayed Female,1,96,Female,0,tortie,1,Kitten
3486,1,Neutered Male,1,80,Male,0,tabby,1,Kitten
3487,0,Intact Female,0,1099,Female,0,torbie,1,Adult
3488,1,Spayed Female,1,2341,Female,0,tortie,1,Adult
3489,1,Spayed Female,1,440,Female,0,tortie,1,Adult
3490,0,Intact Male,0,31,Male,0,no pattern,0,Neonatal
3491,1,Intact Male,0,19,Male,0,no pattern,0,Neonatal
3492,0,Intact Male,0,368,Male,0,tabby,1,Adult
3493,1,Neutered Male,1,62,Male,0,tabby,1,Kitten
3494,1,Spayed Female,0,279,Female,0,tabby,1,Kitten
3495,1,Spayed Female,1,1835,Female,0,no pattern,0,Adult
3496,0,Intact Female,0,369,Female,0,no pattern,0,Adult
3497,1,Neutered Male,0,112,Male,0,tabby,1,Kitten
3498,1,Neutered Male,1,120,Male,0,tabby,1,Kitten
3499,0,Intact Female,0,157,Female,0,tabby,1,Kitten
3500,0,Intact Male,1,734,Male,0,no pattern,0,Adult
3501,0,Intact Male,0,26,Male,0,no pattern,0,Neonatal
3502,0,Spayed Female,0,734,Female,0,no pattern,0,Adult
3503,0,Neutered Male,1,69,Male,0,tabby,1,Kitten
3504,0,Intact Male,1,62,Male,0,tabby,1,Kitten
3505,1,Spayed Female,1,1942,Female,1,no pattern,0,Adult
3506,1,Intact Male,0,71,Male,0,tabby,1,Kitten
3507,1,Spayed Female,0,1839,Female,0,no pattern,0,Adult
3508,0,Intact Male,0,366,Male,0,tabby,1,Adult
3509,1,Neutered Male,1,108,Male,0,tabby,1,Kitten
3510,0,Neutered Male,1,100,Male,0,no pattern,0,Kitten
3511,1,Spayed Female,1,308,Female,0,tortie,1,Kitten
3512,1,Intact Male,0,61,Male,0,tabby,1,Kitten
3513,0,Spayed Female,1,89,Female,0,no pattern,0,Kitten
3514,1,Spayed Female,1,224,Female,0,tortie,1,Kitten
3515,1,Neutered Male,1,375,Male,0,tabby,1,Adult
3516,0,Intact Female,0,369,Female,0,calico,1,Adult
3517,1,Spayed Female,0,68,Female,0,no pattern,0,Kitten
3518,0,Intact Male,0,34,Male,0,tabby,1,Neonatal
3519,0,Spayed Female,1,65,Female,1,point,1,Kitten
3520,0,Neutered Male,0,98,Male,0,no pattern,0,Kitten
3521,1,Spayed Female,0,719,Female,1,calico,1,Adult
3522,1,Spayed Female,1,760,Female,0,tabby,1,Adult
3523,1,Spayed Female,1,97,Female,0,no pattern,0,Kitten
3524,1,Neutered Male,1,83,Male,0,tabby,1,Kitten
3525,0,Intact Female,0,31,Female,0,tabby,1,Neonatal
3526,0,Intact Male,0,18,Male,0,tabby,1,Neonatal
3527,1,Intact Male,0,91,Male,0,no pattern,0,Kitten
3528,1,Intact Male,0,25,Male,0,tabby,1,Neonatal
3529,0,Intact Female,0,731,Female,0,tabby,1,Adult
3530,0,Neutered Male,1,130,Male,0,tabby,1,Kitten
3531,1,Intact Female,1,70,Female,0,tabby,1,Kitten
3532,1,Spayed Female,1,68,Female,0,tabby,1,Kitten
3533,1,Neutered Male,1,2560,Male,1,no pattern,0,Adult
3534,0,Intact Female,0,366,Female,0,tabby,1,Adult
3535,0,Neutered Male,0,95,Male,0,tabby,1,Kitten
3536,1,Spayed Female,1,844,Female,0,tabby,1,Adult
3537,1,Intact Female,0,36,Female,0,no pattern,0,Neonatal
3538,1,Neutered Male,1,391,Male,0,tabby,1,Adult
3539,1,Spayed Female,1,91,Female,0,calico,1,Kitten
3540,0,Intact Male,0,15,Male,0,no pattern,0,Neonatal
3541,1,Spayed Female,0,4389,Female,1,no pattern,0,Adult
3542,0,Intact Male,0,366,Male,0,no pattern,0,Adult
3543,0,Neutered Male,1,54,Male,0,no pattern,0,Kitten
3544,1,Spayed Female,1,747,Female,0,tortie,1,Adult
3545,1,Intact Male,1,96,Male,0,tabby,1,Kitten
3546,0,Neutered Male,1,70,Male,0,tabby,1,Kitten
3547,0,Intact Female,0,63,Female,0,tabby,1,Kitten
3548,0,Intact Male,0,158,Male,0,tabby,1,Kitten
3549,1,Neutered Male,1,2576,Male,0,no pattern,0,Adult
3550,1,Spayed Female,1,731,Female,0,tabby,1,Adult
3551,0,Intact Female,0,64,Female,0,tabby,1,Kitten
3552,1,Spayed Female,0,2563,Female,0,no pattern,0,Adult
3553,1,Spayed Female,0,2764,Female,0,tabby,1,Adult
3554,1,Spayed Female,1,75,Female,1,no pattern,0,Kitten
3555,1,Neutered Male,1,3663,Male,0,tabby,1,Adult
3556,0,Intact Male,0,96,Male,0,no pattern,0,Kitten
3557,0,Intact Female,0,732,Female,0,no pattern,0,Adult
3558,0,Neutered Male,1,81,Male,0,no pattern,0,Kitten
3559,1,Spayed Female,1,847,Female,0,tabby,1,Adult
3560,1,Neutered Male,1,72,Male,0,no pattern,0,Kitten
3561,0,Neutered Male,1,65,Male,0,no pattern,0,Kitten
3562,0,Intact Female,0,7,Female,0,tabby,1,Neonatal
3563,1,Neutered Male,0,5149,Male,0,tabby,1,Adult
3564,0,Spayed Female,0,72,Female,0,no pattern,0,Kitten
3565,1,Spayed Female,1,126,Female,1,tabby,1,Kitten
3566,1,Spayed Female,1,124,Female,1,point,1,Kitten
3567,1,Spayed Female,1,731,Female,0,tabby,1,Adult
3568,0,Intact Female,0,367,Female,0,no pattern,0,Adult
3569,1,Spayed Female,1,574,Female,0,calico,1,Adult
3570,0,Spayed Female,1,75,Female,0,tortie,1,Kitten
3571,0,Intact Male,0,12,Male,0,tabby,1,Neonatal
3572,1,Neutered Male,1,129,Male,0,tabby,1,Kitten
3573,1,Neutered Male,1,132,Male,0,no pattern,0,Kitten
3574,1,Spayed Female,1,75,Female,0,tabby,1,Kitten
3575,0,Intact Female,0,32,Female,0,no pattern,0,Neonatal
3576,0,Intact Female,0,731,Female,0,no pattern,0,Adult
3577,0,Spayed Female,1,124,Female,0,no pattern,0,Kitten
3578,1,Neutered Male,1,1114,Male,1,point,1,Adult
3579,0,Intact Female,1,52,Female,1,point,1,Kitten
3580,1,Neutered Male,0,6223,Male,0,no pattern,0,Adult
3581,1,Spayed Female,1,280,Female,0,tabby,1,Kitten
3582,1,Spayed Female,1,382,Female,0,torbie,1,Adult
3583,0,Intact Female,0,366,Female,0,calico,1,Adult
3584,1,Spayed Female,1,103,Female,0,no pattern,0,Kitten
3585,0,Spayed Female,0,128,Female,0,no pattern,0,Kitten
3586,0,Neutered Male,1,76,Male,1,no pattern,0,Kitten
3587,0,Neutered Male,0,75,Male,0,no pattern,0,Kitten
3588,0,Intact Male,0,9,Male,0,no pattern,0,Neonatal
3589,1,Neutered Male,0,731,Male,0,no pattern,0,Adult
3590,1,Neutered Male,1,2021,Male,0,tabby,1,Adult
3591,1,Spayed Female,1,81,Female,0,tabby,1,Kitten
3592,1,Neutered Male,1,95,Male,0,no pattern,0,Kitten
3593,1,Neutered Male,1,74,Male,0,tabby,1,Kitten
3594,0,Intact Female,0,130,Female,0,tabby,1,Kitten
3595,1,Neutered Male,0,3347,Male,0,no pattern,0,Adult
3596,1,Neutered Male,1,1461,Male,0,tabby,1,Adult
3597,1,Neutered Male,0,2924,Male,0,tabby,1,Adult
3598,1,Spayed Female,1,2511,Female,0,tabby,1,Adult
3599,0,Intact Male,0,730,Male,0,tabby,1,Adult
3600,0,Neutered Male,0,369,Male,0,tabby,1,Adult
3601,1,Spayed Female,1,65,Female,0,tabby,1,Kitten
3602,1,Neutered Male,0,125,Male,0,no pattern,0,Kitten
3603,0,Intact Male,0,7,Male,0,no pattern,0,Neonatal
3604,1,Spayed Female,1,165,Female,0,no pattern,0,Kitten
3605,0,Intact Male,0,368,Male,0,no pattern,0,Adult
3606,1,Spayed Female,1,2938,Female,1,point,1,Adult
3607,1,Neutered Male,1,97,Male,0,no pattern,0,Kitten
3608,1,Intact Male,1,65,Male,0,no pattern,0,Kitten
3609,1,Spayed Female,1,106,Female,0,torbie,1,Kitten
3610,1,Spayed Female,1,96,Female,0,torbie,1,Kitten
3611,0,Neutered Male,0,156,Male,0,tabby,1,Kitten
3612,1,Spayed Female,1,82,Female,0,tabby,1,Kitten
3613,0,Intact Female,0,1096,Female,0,tabby,1,Adult
3614,0,Intact Female,0,22,Female,0,tabby,1,Neonatal
3615,0,Intact Female,0,368,Female,1,tabby,1,Adult
